beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
8.0,8.0,2,0.07195496,0.1263988,0.08056057,0.13489382,0.093295835,0.093295835,0.09274854,0.12867486,2785.91548093855,834.9,2657.04738577899,950.6,947.5857749181878,501.8,2524.723781849289,703.3,2228.8181058712544,32.12184408889152,302824.2793745877,2600,1019.9711553056914,651000.0,1497.8249708994765,651000.0,1574.7266154308466,651000.0,1342.2853842578022,651000.0
8.0,8.0,1,0.026950886,0.09947942,0.111410536,0.111410536,0.08059065,0.09857748,0.026438171,0.09404062,3365.185301297167,935.4,1711.1516100270092,811.1,1947.8994789850228,862.4,2044.8599352345639,653.6,2267.274081385941,37.07355003408156,303295.3652765086,2604,1067.966101830612,652000.0,1631.726251309482,652000.0,1414.3256528647537,652000.0,1547.1290233393038,652000.0
8.0,8.0,1,0.019735765,0.09717612,0.057754513,0.057754513,0.027349442,0.09992981,0.07682266,0.09728557,3603.4981671924484,976.1,1289.12263200166,755.0,2009.501632706016,760.8,2604.1698743989637,742.9,2376.573076574772,40.71920980978757,303763.3379425135,2608,1251.2688196032973,653000.0,1675.174721263879,653000.0,868.3290638338552,653000.0,1670.5634699990926,653000.0
16.0,16.0,1,0.04419864,0.096522,0.06517055,0.06517055,0.052437454,0.086429246,0.043948043,0.09266585,2374.4179772281923,696.8,1192.7102973252267,738.3,1433.6544119839705,684.1,3707.8533705253344,1000.0,2177.159014265681,37.57839081692509,304240.1542691932,2612,1304.124782441486,654000.0,1447.8426226341614,654000.0,858.5540174916254,654000.0,1618.89145077685,654000.0
8.0,8.0,3,0.02915984,0.09277667,0.03892707,0.11581094,0.03953465,0.09365277,0.053530257,0.053530257,2694.978799684328,737.1,1663.8710908652113,575.2,1867.6394692977974,570.8,1502.6859482773077,813.1,1932.293827031161,45.653585141990334,304702.120774079,2616,1336.2800643096075,655000.0,1491.489236519369,655000.0,842.5350916488289,655000.0,1818.9052260727137,655000.0
8.0,8.0,1,0.04714177,0.113541156,0.051040415,0.051040415,0.05753605,0.111912034,0.03880613,0.11291118,2636.76628120467,765.8,629.1728759504506,589.6,2289.034259803966,716.9,1001.1051976654096,390.4,1639.019653656124,31.00038670678623,305168.52863221953,2620,1701.0086675020204,656000.0,1826.5744033239057,656000.0,1078.1037291745022,656000.0,1499.0225236065994,656000.0
16.0,16.0,0,0.0979744,0.0979744,0.07197192,0.06108935,0.025056716,0.052341323,0.021701176,0.054052245,3279.400002501766,1000.0,3218.5504494819616,1000.0,1413.0664869319712,396.4,2168.192571839032,548.7,2519.8023776886826,36.71598354703747,305634.0388034462,2624,1852.265531554845,657000.0,1708.4774545572132,657000.0,1250.2844828243963,657000.0,1734.5529466046842,657000.0
16.0,16.0,0,0.036018882,0.036018882,0.036341894,0.07914891,0.037516385,0.06788982,0.028450947,0.068844035,1284.1284343634438,502.8,3866.819425591134,1000.0,2728.670906600343,774.3,3154.9494946739865,900.5,2758.642065307227,34.6416486450471,306101.3128915449,2628,2015.1669048606236,658000.0,1743.6571577559753,658000.0,1087.8374016109515,658000.0,1768.293252458449,658000.0
16.0,16.0,1,0.0534703,0.051386353,0.10766512,0.10766512,0.02361234,0.050068673,0.017139794,0.05337948,3273.0598597730122,820.1,479.4263814112028,513.0,2404.029142676711,776.4,3794.6516940174783,929.3,2487.791769469601,37.15267095901072,306572.502209864,2632,1808.8743268738167,659000.0,1848.5971799307158,659000.0,1255.463009095873,659000.0,1656.748855478799,659000.0
8.0,8.0,1,0.046980895,0.11285809,0.038955424,0.038955424,0.05238136,0.11219644,0.048889074,0.10589208,2700.7381961076517,780.0,2506.6738331689535,893.0,2367.8812196101317,727.8,2441.714093713047,713.4,2504.251835649946,41.900751943932846,307048.2402022487,2636,1788.1800870859183,660000.0,1615.2663559215773,660000.0,1222.0833639012153,660000.0,1755.4012694749035,660000.0
8.0,8.0,3,0.05704006,0.09601567,0.044941705,0.1153099,0.059814088,0.10762281,0.044889122,0.044889122,1542.0636572531698,496.4,2209.3278731073938,719.3,2758.6255377988973,922.2,2039.7368125007415,728.7,2137.4384701650506,45.059798083035275,307521.3235812,2640,2014.7525575002142,661000.0,1611.7587636534754,661000.0,1362.2139532104295,661000.0,2087.6617160514315,661000.0
8.0,8.0,0,0.035450406,0.035450406,0.036938127,0.1058759,0.04677013,0.10521135,0.038350556,0.09786712,1245.317987189131,769.9,2596.4059714877085,756.8,2576.5093050540686,933.2,1959.6555217428213,629.7,2094.4721963684324,41.93345149490051,307988.38252132584,2644,1923.6595611781365,662000.0,1712.1372440816535,662000.0,1588.7801571408236,662000.0,2008.9396622772733,662000.0
8.0,8.0,3,0.04455006,0.08352479,0.023264939,0.09516402,0.029880347,0.096004546,0.075499184,0.075499184,2497.4730192253,768.0,3233.907043189594,918.7,2080.7484944554417,701.5,2660.601412828567,935.1,2618.1824924247258,36.75107641401701,308467.4058973942,2648,1773.8893560280806,663000.0,1663.1102237885739,663000.0,1790.4499679356045,663000.0,1909.274457721219,663000.0
8.0,8.0,1,0.06422548,0.13045563,0.044720683,0.044720683,0.067458645,0.1180703,0.059273273,0.1230241,2911.280352642029,782.4,1445.5278309013934,692.5,1490.7297932678528,773.6,2587.9879081935114,807.5,2108.8814712511967,48.771261588903144,308935.22152195487,2652,1771.4777949969957,664000.0,1710.6510289506768,664000.0,1560.8313477629583,664000.0,1592.1496331739984,664000.0
8.0,8.0,2,0.024791602,0.10098262,0.046876736,0.09083772,0.1181037,0.1181037,0.026415382,0.09935234,1414.2150704260687,485.4,1764.181229211022,767.4,1159.690833815203,641.4,1930.9230605090117,821.7,1567.2525484903263,38.50019695283845,309405.2831711428,2656,1830.91765497278,665000.0,1543.7771637812898,665000.0,1816.0179722671346,665000.0,1471.578158469961,665000.0
8.0,8.0,1,0.037704345,0.13019519,0.048554055,0.048554055,0.043552503,0.12317084,0.044904735,0.12529537,3187.2970698400145,922.8,1720.2789500231952,690.1,1601.3531391953613,620.8,2005.4163702460683,610.5,2128.5863823261598,40.18184613599442,309867.4824606435,2660,1227.9601721218146,666000.0,1566.5769785762177,666000.0,1396.6581944510522,666000.0,1230.3256448670488,666000.0
16.0,16.0,1,0.03446822,0.0832854,0.047202867,0.047202867,0.04139531,0.11353894,0.034514822,0.08086028,3488.783763058383,935.6,900.1434773871806,695.9,2224.304901458814,774.7,2448.7626233557003,829.4,2265.4986913150196,32.540940715931356,310344.82406835083,2664,1195.0479438282132,667000.0,1645.9596849829709,667000.0,1606.3069740017238,667000.0,1339.6541485661535,667000.0
8.0,8.0,3,0.07230338,0.103796415,0.09276881,0.120419525,0.09104448,0.13545923,0.07564324,0.07564324,2931.3792335843673,828.0,1401.3653167374293,732.8,2581.2045965019124,818.9,413.96758223963514,1000.0,1831.979182265836,47.321828125976026,310825.1379339715,2668,1555.2440918497598,668000.0,1386.9989631663777,668000.0,1361.9613188657977,668000.0,1644.429731100989,668000.0
8.0,8.0,3,0.043838587,0.10800058,0.04758004,0.12977354,0.04959298,0.13865443,0.052053023,0.052053023,1696.621291501171,551.8,1538.5865421769033,483.0,2021.7475801444482,771.4,1992.8210826078393,704.5,1812.4441241075904,50.40531773795374,311292.73689446517,2672,1434.086263721721,669000.0,1212.2327854109976,669000.0,1488.2715011173575,669000.0,1827.3626909762738,669000.0
16.0,16.0,3,0.048290916,0.07887684,0.045908116,0.08521555,0.05664141,0.082549624,0.05579389,0.05579389,2617.865825975365,791.8,3632.4170070163063,973.9,750.792290149235,471.4,2639.1248743554793,823.0,2410.0499993740964,36.66712097194977,311759.53856129886,2676,1744.5774023547224,670000.0,1138.9952593760204,670000.0,1691.064532372999,670000.0,2112.441728116006,670000.0
16.0,16.0,3,0.0675432,0.08107022,0.06675191,0.086696886,0.07387735,0.08433056,0.06432338,0.06432338,2243.739260762259,744.9,2925.565056233745,919.8,1591.2451683643017,780.6,264.6995252987198,611.4,1756.3122526647562,36.123107695020735,312230.2973871321,2680,1709.4296543193486,671000.0,1190.9305819243623,671000.0,1650.70710482496,671000.0,2222.7440634606005,671000.0
16.0,16.0,3,0.06611421,0.076942936,0.057618655,0.08360366,0.05696425,0.08015799,0.04939767,0.04939767,2868.3551151901943,914.4,2308.493931494878,743.6,923.0892985302349,735.3,576.1058681458459,422.0,1669.0110533402885,41.14304325915873,312692.7454442476,2684,2047.2688638918978,672000.0,1062.497939849656,672000.0,1866.4720954197487,672000.0,2409.9703420457545,672000.0
8.0,8.0,0,0.10223266,0.10223266,0.027578702,0.09209406,0.052968666,0.15471698,0.044716667,0.09289545,3147.380841133562,1000.0,2411.798363790766,917.8,397.98124581489674,351.8,2768.7330110292987,909.6,2181.473365442131,32.64978812308982,313161.49311228085,2688,2217.7369853858754,673000.0,1047.743027814494,673000.0,1702.3553510075776,673000.0,2200.8603605334147,673000.0
8.0,8.0,0,0.04576104,0.04576104,0.02124909,0.100510165,0.0291943,0.16101408,0.12607831,0.239654,2857.6154833724804,850.3,1924.8745216751608,666.8,374.33795751686273,296.9,-1446.1086722760067,1000.0,927.6798225721243,38.69763428601436,313626.69490318804,2692,2359.860075887326,674000.0,1174.9052613670349,674000.0,1426.9019262459904,674000.0,1978.1516495878627,674000.0
32.0,32.0,0,0.03865531,0.03865531,0.031470247,0.056501325,0.026259607,0.060753495,0.036260158,0.14194699,2560.9905190039667,883.2,3301.951768769509,915.7,2740.270412387582,875.8,-268.92149869836396,1000.0,2083.572800365673,34.711165494984016,314101.2902966755,2696,2220.8115580565727,675000.0,968.4914780134781,675000.0,840.0536187935443,675000.0,1647.03431073348,675000.0
32.0,32.0,0,0.030786293,0.030786293,0.02307726,0.046983954,0.023365159,0.04774276,0.023439137,0.12058905,2525.1678399557113,775.7,4155.25153215172,1000.0,2857.688102568649,882.1,86.73287667741036,939.4,2406.2100878383726,43.2645988271106,314574.3024612962,2700,1812.364192060507,676000.0,1263.3719507042201,676000.0,900.189008993774,676000.0,1333.2200911199213,676000.0
32.0,32.0,0,0.028523006,0.028523006,0.020264206,0.044752467,0.021506544,0.043857127,0.028907372,0.09045483,2185.5574472674352,827.5,3703.8798824208693,924.8,3239.717483165926,977.3,369.5232747258427,702.9,2374.6695218950185,42.94713851693086,315054.66521548305,2704,1698.7576522265401,677000.0,1497.712985426897,677000.0,962.1662277089347,677000.0,1172.0365516052382,677000.0
32.0,32.0,1,0.037485458,0.029592654,0.16181064,0.16181064,0.012170163,0.03037263,0.013526063,0.06711633,3808.2429835902503,971.5,2723.400172359995,947.6,2677.2987840146816,766.6,2086.41264981336,844.9,2823.8386474445715,50.01185285905376,315526.7625382942,2708,1797.9090703860215,678000.0,1838.6908675072623,678000.0,1326.3781612194477,678000.0,770.7881023418423,678000.0
16.0,16.0,0,0.10470337,0.10470337,0.078075975,0.050788116,0.025298188,0.051230453,0.043942463,0.11121933,1701.963608277485,590.8,3507.0954401434165,954.5,3316.4540169817033,922.0,2694.013028269885,907.9,2804.8815234181225,41.636786530027166,316007.4039561112,2712,1927.8447110944094,679000.0,1792.4916948451967,679000.0,1598.9822002540811,679000.0,563.46997459974,679000.0
16.0,16.0,0,0.044192336,0.044192336,0.05540934,0.06953031,0.06095638,0.065923944,0.054475654,0.13639349,2837.8756388299466,852.9,3683.409854340521,966.4,3495.527977172075,930.2,291.0552266686488,196.5,2576.9671742527976,49.98432019399479,316480.1710324228,2716,2127.1500264933215,680000.0,2096.659999199087,680000.0,1842.6848093056572,680000.0,496.659736570011,680000.0
16.0,16.0,1,0.061279237,0.05353231,0.13419427,0.13419427,0.02141547,0.053572137,0.022806583,0.10532062,1839.090950632951,1000.0,1641.822945370049,770.4,3664.3013726002514,959.7,899.9297737736937,358.6,2011.2862605942362,42.71705672587268,316956.5719496169,2720,2268.9097286560054,681000.0,2439.075675716831,681000.0,1922.15175875741,681000.0,315.0094965301037,681000.0
16.0,16.0,1,0.04676096,0.22710443,0.039762564,0.039762564,0.03705664,0.07381789,0.048081696,0.1454627,-1846.0740986332753,1000.0,2680.6323123782763,1000.0,3092.4286330380055,969.3,2199.9236788418443,715.2,1531.7276314062128,45.67210715985857,317430.4172482345,2724,2054.8641371630006,682000.0,2361.5608328663075,682000.0,2198.736437348954,682000.0,344.59186909844453,682000.0
32.0,32.0,1,0.04642128,0.14073664,0.047382466,0.047382466,0.037164096,0.048348006,0.036429346,0.08582561,-1923.1141994526643,1000.0,1036.7048896379158,887.1,2768.308102494714,857.8,2648.7692995029674,841.7,1132.6670230457332,42.896160980919376,317903.4423015554,2728,1943.7732634120161,683000.0,2448.4685903101745,683000.0,2256.7455153942055,683000.0,804.0904443146039,683000.0
64.0,64.0,1,0.06835345,0.106713116,0.051783893,0.051783893,0.04064035,0.039501633,0.03600781,0.059544723,-773.0708008390194,1000.0,1089.7096021252196,713.4,1919.0652746988085,708.1,2105.4537502720204,914.0,1085.2894565642573,42.57423241506331,318373.21246744704,2732,1775.2806742942157,684000.0,2605.2190786191245,684000.0,1996.0494014313772,684000.0,820.6459824477575,684000.0
16.0,16.0,1,0.0747139,0.15856798,0.03447706,0.03447706,0.060407035,0.05701984,0.05511859,0.08298126,-406.5899534442119,924.8,1034.5559967602003,784.9,1907.2519630841477,759.7,1588.9172644246337,562.9,1031.0338177061924,39.52892914414406,318838.14568121044,2736,1421.3113600949127,685000.0,2354.0523361934565,685000.0,2224.817403921683,685000.0,1101.212792858752,685000.0
32.0,32.0,2,0.12930678,0.084393315,0.1666606,0.04827608,0.100883245,0.100883245,0.14273873,0.05778107,845.5469311901315,1000.0,3315.970568218886,976.5,1383.997968198606,790.7,3762.368300700753,973.1,2326.970942077094,35.55372049799189,319315.0284103475,2740,1327.400866136377,686000.0,1714.42093393613,686000.0,2023.6968242796404,686000.0,1295.1141024268236,686000.0
8.0,8.0,2,0.08649728,0.237344,0.061891392,0.10001338,0.11287478,0.11287478,0.07764975,0.14052735,-2288.1380034004865,1000.0,3307.3055213784755,961.9,1425.096592604647,703.3,2259.273070765111,828.0,1175.8842953369367,46.42595967417583,319786.8528329985,2744,844.0886059603909,687000.0,1338.8146629628627,687000.0,1913.2288361507149,687000.0,1279.2759891191786,687000.0
16.0,16.0,2,0.057034984,0.2358256,0.06852109,0.08895061,0.080787994,0.080787994,0.07058658,0.11645674,-1308.1452846666948,1000.0,3319.7351806024817,1000.0,445.8756762298088,930.5,1945.8825688198328,843.3,1100.8370352463571,41.08242492796853,320268.91483326314,2748,344.4082811139727,688000.0,1274.0118100757738,688000.0,1468.9117640556383,688000.0,1460.039107370945,688000.0
16.0,16.0,2,0.13797739,0.21331148,0.12208189,0.08022282,0.12114863,0.12114863,0.10414386,0.09797895,-886.2472469672215,1000.0,3380.794227439053,1000.0,1425.9576271807266,807.4,2063.944055227864,732.7,1496.1121657201054,51.14730015699752,320745.9749283759,2752,-79.99273668350466,689000.0,1312.2846562114532,689000.0,983.1950542092185,689000.0,1223.9218577585361,689000.0
8.0,8.0,1,0.09010913,0.23286197,0.04711241,0.04711241,0.04362743,0.10539764,0.052890524,0.14037879,-1637.2561617702947,1000.0,2238.8100214028327,809.4,2556.321478865528,777.4,2715.830569773366,912.3,1468.426477067858,45.93513792287558,321228.8749843399,2756,-436.4984930635983,690000.0,1293.0220829434966,690000.0,1004.8805504451268,690000.0,954.0100603505076,690000.0
16.0,16.0,1,0.06036728,0.16178097,0.046518587,0.046518587,0.05315361,0.07839549,0.045140937,0.103400834,2221.29996612515,1000.0,2443.2012371977003,750.2,3319.350663753014,861.2,1936.6248804082286,693.7,2480.119186871023,51.650727985892445,321708.1951904226,2760,-609.4251660282418,691000.0,1083.2636814382638,691000.0,904.0627063156475,691000.0,634.4192593323894,691000.0
16.0,16.0,2,0.035028853,0.129874,0.052790783,0.049102586,0.1253819,0.1253819,0.018108405,0.06571346,-1589.8463465685286,1000.0,2825.284756098452,810.5,1129.3433559051891,507.1,2490.5851321718787,786.2,1213.8417244017478,48.12439172598533,322185.3685559969,2764,-629.059010013533,692000.0,1287.1781662245967,692000.0,1217.7297374556117,692000.0,964.1984162309225,692000.0
16.0,16.0,1,0.052532777,0.28719518,0.054946855,0.054946855,0.0299548,0.06443743,0.031165605,0.08499576,-2226.8090836989695,1000.0,1674.5332564819905,683.7,880.3249328278904,281.1,3332.9155946054825,907.8,915.2411750540984,46.5573074601125,322659.29887610266,2768,-477.42782889592024,693000.0,1507.4024306176602,693000.0,1129.3864270983483,693000.0,948.5682562424663,693000.0
64.0,64.0,1,0.066508986,0.1371064,0.057042945,0.057042945,0.050121736,0.041271277,0.04471408,0.04930833,-794.1394055530179,1000.0,1411.880006262369,754.2,1801.8507361160096,793.5,2254.5011761876785,875.5,1168.5231282532598,42.92797752888873,323133.22116792214,2772,-527.013873709365,694000.0,1687.3531496820226,694000.0,1324.058659749579,694000.0,1474.4994623719344,694000.0
32.0,32.0,1,0.07349035,0.13169888,0.082591735,0.082591735,0.059789702,0.04529982,0.06121293,0.050169144,923.1888224793842,937.3,-648.6188763742814,598.0,3622.251615404967,1000.0,3233.117647889191,886.9,1782.4848023498153,43.22094447910786,323606.0201487503,2776,-599.2854999454728,695000.0,1632.9889704133266,695000.0,1590.5408273472015,695000.0,1563.3156386474147,695000.0
16.0,16.0,2,0.16527268,0.18828616,0.16168675,0.251938,0.09340273,0.09340273,0.16478232,0.066214755,213.0456178929177,1000.0,-937.0808621810565,1000.0,1224.1466507166235,715.8,2694.8270435666054,785.6,798.7346124987725,41.68515472509898,324089.3565674779,2780,-662.7516255042926,696000.0,1284.7355663907103,696000.0,1722.8568618304575,696000.0,1949.7375087963271,696000.0
16.0,16.0,3,0.09035742,0.16283508,0.07715651,0.221574,0.062618636,0.068394214,0.06895405,0.06895405,990.3047427522376,748.7,1650.7323714308193,908.0,2132.1894464553325,610.0,1156.4416423393263,480.5,1482.4170507444292,52.229401358170435,324552.5673114263,2784,-629.0492615497596,697000.0,1112.0247065619876,697000.0,1814.1793208067204,697000.0,1867.6133775801202,697000.0
16.0,16.0,3,0.03557463,0.123147845,0.028507961,0.13791727,0.079757355,0.048253722,0.12696642,0.12696642,-493.289285890474,903.2,3080.7785317815433,1000.0,1534.4331686494397,689.0,2321.7154628558296,747.3,1610.9094693490847,32.799510214012116,325032.76890145906,2788,-347.14747715494025,698000.0,1102.4737154443735,698000.0,1731.082447542893,698000.0,1641.6503394021843,698000.0
16.0,16.0,2,0.09533351,0.24786404,0.108588226,0.1570497,0.07844781,0.07844781,0.08121133,0.075208195,-756.2686865157145,1000.0,2785.672304261217,907.3,1347.1528900901455,631.9,3159.45564600283,830.3,1634.0030384596193,49.57353252102621,325507.1012976443,2792,-156.22913873938705,699000.0,1318.9966673786628,699000.0,1890.9074557241202,699000.0,1755.4446120690627,699000.0
